word,tfidf_score,semantic_position,frequency,relative_frequency,sentiment_label,sentiment_score
trade war,0.08465212739822467,0.23456317994027628,15,0.0053976250449802084,Neutral,0.6945639848709106
real estate,0.08465212739822467,0.638159487861321,15,0.0053976250449802084,Neutral,0.9969567060470581
global trade,0.08237198719098215,0.21961722523443475,14,0.005037783375314861,Neutral,0.998538613319397
cut rate,0.08005404487940343,0.35460942701035325,14,0.005037783375314861,Neutral,0.8137672543525696
policy uncertainty,0.08005404487940343,0.30006297603049736,14,0.005037783375314861,Negative,0.9948193430900574
growth inflation,0.07648827382019771,0.22151038889439384,12,0.004318100035984167,Neutral,0.8473119139671326
easing cycle,0.0753736182893587,0.4654748124565521,13,0.004677941705649514,Negative,0.6600590944290161
fiscal stimulus,0.0753736182893587,0.3621025207739311,13,0.004677941705649514,Neutral,0.9054205417633057
balance sheet,0.0753736182893587,0.637039376707167,13,0.004677941705649514,Neutral,0.9999489784240723
lower interest,0.0753736182893587,0.6277865303454255,13,0.004677941705649514,Negative,0.5705333352088928
base case,0.0753736182893587,0.50418994593228,13,0.004677941705649514,Neutral,0.9997122883796692
lower interest rate,0.0753736182893587,0.5580612721157708,13,0.004677941705649514,Negative,0.38211020827293396
hedge fund,0.07171587093186495,0.6564331370558877,12,0.004318100035984167,Neutral,0.999129593372345
fund rate,0.07171587093186495,0.5946439657531606,12,0.004318100035984167,Neutral,0.9997872710227966
equity outperform,0.07060456044941328,0.7845972488135867,12,0.004318100035984167,Positive,0.9999998807907104
trump administration,0.07060456044941328,0.26062563247443804,12,0.004318100035984167,Neutral,0.9890473484992981
terminal rate,0.07060456044941328,0.36703124001442,12,0.004318100035984167,Neutral,0.9999958276748657
interest rate cut,0.07060456044941328,0.4923052133178578,12,0.004318100035984167,Neutral,0.4315338134765625
grade credit,0.06684693968698269,0.6249314420991774,11,0.00395825836631882,Neutral,0.9279949069023132
investment grade credit,0.06684693968698269,0.8097852525372555,11,0.00395825836631882,Neutral,0.9791802763938904
consumer spending,0.06573954835420955,0.41211683987712744,11,0.00395825836631882,Neutral,0.9750354290008545
trump policy,0.06573954835420955,0.18085183103237518,11,0.00395825836631882,Neutral,0.9959825277328491
federal reserve,0.06573954835420955,0.5352674797895156,11,0.00395825836631882,Neutral,0.9836519956588745
equity valuation,0.06573954835420955,0.8687925632867308,11,0.00395825836631882,Neutral,0.9997639060020447
fed fund,0.061872681498496375,0.5943688173783899,10,0.0035984166966534724,Neutral,0.9989449381828308
private equity,0.061872681498496375,0.7869034269768609,10,0.0035984166966534724,Neutral,0.9994788765907288
growth rate,0.06076994516998427,0.27217006322759246,10,0.0035984166966534724,Neutral,0.9982427358627319
geopolitical risk,0.06076994516998427,0.3508152731218801,10,0.0035984166966534724,Negative,0.997657299041748
oil price,0.06076994516998427,0.37936076854856593,10,0.0035984166966534724,Neutral,0.9936105608940125
attractive valuation,0.06076994516998427,0.707868106284036,10,0.0035984166966534724,Positive,1.0
ecb cut,0.06076994516998427,0.45718662296151863,10,0.0035984166966534724,Neutral,0.9922441840171814
monetary easing,0.06076994516998427,0.4818075287905102,10,0.0035984166966534724,Positive,0.6109939217567444
corporate credit,0.05678252995886262,0.7407512667980773,9,0.0032385750269881253,Neutral,0.9953098893165588
fed fund rate,0.05678252995886262,0.5281100988397767,9,0.0032385750269881253,Neutral,0.9998587369918823
income investor,0.05568541334864673,0.8322539433786478,9,0.0032385750269881253,Neutral,0.9992751479148865
cut deregulation,0.05568541334864673,0.2770515316803216,9,0.0032385750269881253,Neutral,0.9018447399139404
tax cut deregulation,0.05568541334864673,0.23864104420632595,9,0.0032385750269881253,Neutral,0.7828662991523743
risk asset,0.05568541334864673,0.8176334195188795,9,0.0032385750269881253,Negative,0.5332471132278442
major economy,0.05568541334864673,0.30006859430584953,9,0.0032385750269881253,Neutral,0.799961268901825
credit spread,0.05568541334864673,0.6763637081937212,9,0.0032385750269881253,Neutral,0.9946030974388123
corporate tax,0.05568541334864673,0.46753646899384244,9,0.0032385750269881253,Neutral,0.9986875653266907
fed rate,0.05047335996343344,0.3864034586493522,8,0.0028787333573227778,Neutral,0.9997268319129944
fed cut,0.05047335996343344,0.40613567877777257,8,0.0028787333573227778,Neutral,0.545802891254425
communication service,0.05047335996343344,0.5151783561613932,8,0.0028787333573227778,Neutral,0.9954657554626465
geopolitical tension,0.05047335996343344,0.27672280731472176,8,0.0028787333573227778,Negative,0.9858940839767456
fiscal expansion,0.05047335996343344,0.29309149900727516,8,0.0028787333573227778,Neutral,0.9777116775512695
corporate bond,0.05047335996343344,0.8246262461434741,8,0.0028787333573227778,Neutral,0.9993211030960083
opportunity investor,0.05047335996343344,0.8247163878624354,8,0.0028787333573227778,Neutral,0.9678441286087036
european equity,0.05047335996343344,0.7211251164996193,8,0.0028787333573227778,Neutral,0.9994810223579407
corporate profit,0.05047335996343344,0.5748205446873876,8,0.0028787333573227778,Neutral,0.9923804998397827
growth europe,0.04744804457725,0.2355111935826504,5,0.0017992083483267362,Positive,0.98548823595047
local currency,0.04744804457725,0.42771057504945115,7,0.0025188916876574307,Neutral,0.9998670816421509
growth euro,0.046199580997162946,0.33740462300997287,6,0.0021590500179920835,Neutral,0.6128095388412476
growth euro zone,0.046199580997162946,0.3013459869561954,6,0.0021590500179920835,Positive,0.951270341873169
cut fed,0.04511811265283363,0.39072594332496513,7,0.0025188916876574307,Neutral,0.7914984822273254
rate environment,0.04511811265283363,0.4313011317097457,7,0.0025188916876574307,Neutral,0.871721088886261
corporate earnings,0.04511811265283363,0.6964187477733339,7,0.0025188916876574307,Neutral,0.9977511763572693
immigration policy,0.04511811265283363,0.18275486278156983,7,0.0025188916876574307,Neutral,0.9985957741737366
fed policy,0.04511811265283363,0.33521424980681136,7,0.0025188916876574307,Neutral,0.9987772107124329
policy support,0.04511811265283363,0.3275568894935681,7,0.0025188916876574307,Neutral,0.9972896575927734
dollar strength,0.04511811265283363,0.5635166452323433,7,0.0025188916876574307,Positive,0.9999998807907104
merger acquisition,0.04511811265283363,0.5187859456873999,7,0.0025188916876574307,Neutral,0.9780564308166504
bank loan,0.04511811265283363,0.731035195156003,7,0.0025188916876574307,Neutral,0.9991275668144226
tail risk,0.04511811265283363,0.5470297580480988,7,0.0025188916876574307,Neutral,0.7186167240142822
tariff immigration,0.04511811265283363,0.018582055123413044,7,0.0025188916876574307,Neutral,0.9994589686393738
stronger dollar,0.04511811265283363,0.48179391628669466,7,0.0025188916876574307,Positive,0.9990648627281189
budget deficit,0.04511811265283363,0.3821340451352659,7,0.0025188916876574307,Negative,0.5421152710914612
growth forecast,0.04511811265283363,0.33083978918040635,7,0.0025188916876574307,Neutral,0.7418986558914185
large cap,0.04511811265283363,0.41730013564970764,7,0.0025188916876574307,Neutral,0.994378387928009
equity investor,0.04511811265283363,0.9223290186618686,7,0.0025188916876574307,Neutral,0.9992795586585999
duration stance,0.04511811265283363,0.4908617096446752,7,0.0025188916876574307,Neutral,0.9938516616821289
bond spread,0.040669752494785716,0.6973521736118987,6,0.0021590500179920835,Neutral,0.9999275207519531
trading partner,0.040669752494785716,0.5737945552719351,6,0.0021590500179920835,Neutral,0.9998799562454224
bank cutting,0.03959964085471109,0.5428454703165455,6,0.0021590500179920835,Neutral,0.9888294339179993
falling interest,0.03959964085471109,0.6557992888664533,6,0.0021590500179920835,Negative,0.9995552897453308
investor consider,0.03959964085471109,0.8173587178914979,6,0.0021590500179920835,Neutral,0.955369234085083
impact tariff,0.03959964085471109,0.13465249212567715,6,0.0021590500179920835,Neutral,0.9978988170623779
inflationary pressure,0.03959964085471109,0.33363090867015255,6,0.0021590500179920835,Negative,0.9996022582054138
cut interest rate,0.03959964085471109,0.5150214873375608,6,0.0021590500179920835,Neutral,0.7486917972564697
defensive sector,0.03959964085471109,0.5172895702382824,6,0.0021590500179920835,Positive,0.9084638357162476
cut interest,0.03959964085471109,0.5646687713571428,6,0.0021590500179920835,Negative,0.9912403225898743
stock bond,0.03959964085471109,0.8955042644374552,6,0.0021590500179920835,Neutral,0.998847484588623
tight spread,0.03959964085471109,0.49278405575774603,6,0.0021590500179920835,Neutral,0.9468351602554321
bond vigilante,0.03959964085471109,0.6459339152487157,6,0.0021590500179920835,Neutral,0.9481671452522278
yield curve steepen,0.03959964085471109,0.4616119770981881,6,0.0021590500179920835,Neutral,0.46255505084991455
trump presidency,0.03959964085471109,0.24881518309089334,6,0.0021590500179920835,Neutral,0.9964130520820618
trade tension,0.03959964085471109,0.38229394379024223,6,0.0021590500179920835,Neutral,0.9902526140213013
trade tariff,0.03959964085471109,0.03780768426578368,6,0.0021590500179920835,Neutral,0.9998961687088013
bofa forecast,0.03959964085471109,0.39970974244809837,6,0.0021590500179920835,Neutral,0.9996829032897949
risky asset,0.03959964085471109,0.774304851701578,6,0.0021590500179920835,Negative,0.8116026520729065
spread tight,0.03959964085471109,0.4688951678670298,6,0.0021590500179920835,Neutral,0.9933310151100159
bank rate,0.03959964085471109,0.5499601197882636,6,0.0021590500179920835,Neutral,0.9999347925186157
fixed income investor,0.03959964085471109,0.7958351438453075,6,0.0021590500179920835,Neutral,0.9999136924743652
fiscal monetary,0.03959964085471109,0.4172790999007943,6,0.0021590500179920835,Neutral,0.9804285168647766
downside risk,0.03959964085471109,0.570141410875496,6,0.0021590500179920835,Negative,0.9865698218345642
modest growth,0.03959964085471109,0.3666089259759423,6,0.0021590500179920835,Positive,0.9651150107383728
developed economy,0.03959964085471109,0.3107454346445592,6,0.0021590500179920835,Neutral,0.9684547781944275
curve steepen,0.03959964085471109,0.39575789798740296,6,0.0021590500179920835,Neutral,0.7322182655334473
rate fall,0.03959964085471109,0.44957408433681634,6,0.0021590500179920835,Neutral,0.7099573016166687
policy agenda,0.03959964085471109,0.2507829527844111,6,0.0021590500179920835,Neutral,0.9821649789810181
cutting cycle,0.03959964085471109,0.402134074219208,6,0.0021590500179920835,Neutral,0.6700634360313416
cutting rate,0.03959964085471109,0.3724814648697494,6,0.0021590500179920835,Positive,0.9193328619003296
lower rate,0.03959964085471109,0.40002711460891777,6,0.0021590500179920835,Neutral,0.9194322228431702
wage growth,0.03959964085471109,0.27052515833613844,6,0.0021590500179920835,Positive,0.8036209940910339
falling interest rate,0.03959964085471109,0.5810372860637651,6,0.0021590500179920835,Negative,0.8817462921142578
percentage point,0.03959964085471109,0.5128017998649008,6,0.0021590500179920835,Neutral,0.9997355341911316
growth global,0.03623707084749696,0.24789621995665004,3,0.0010795250089960418,Positive,0.9999895095825195
landing scenario,0.03494618827329255,0.5021243791071274,5,0.0017992083483267362,Neutral,0.9730111956596375
tariff rate,0.03494618827329255,0.054564429816050086,5,0.0017992083483267362,Neutral,0.9999223947525024
credit asset,0.03494618827329255,0.8880665535945548,4,0.0014393666786613889,Neutral,0.9683308005332947
trade uncertainty,0.03389146041232143,0.3451243537205574,5,0.0017992083483267362,Negative,0.8909767866134644
trump tariff,0.03389146041232143,0.04800961317405383,5,0.0017992083483267362,Neutral,0.9994807839393616
real gdp,0.03389146041232143,0.3067011597541973,5,0.0017992083483267362,Neutral,0.8008171319961548
real gdp growth,0.03389146041232143,0.25201077146332074,5,0.0017992083483267362,Neutral,0.9260287284851074
risk increase,0.03389146041232143,0.5315408503745115,5,0.0017992083483267362,Negative,0.9122111797332764
rest world,0.03389146041232143,0.4105604080986799,5,0.0017992083483267362,Neutral,0.9992421865463257
china growth,0.03389146041232143,0.2466429059051196,5,0.0017992083483267362,Positive,0.9999947547912598
risk premium,0.03389146041232143,0.6403999261889356,5,0.0017992083483267362,Neutral,0.999755322933197
slower pace,0.03389146041232143,0.32554695897349284,5,0.0017992083483267362,Negative,0.6034806370735168
compelling opportunity,0.03389146041232143,0.6225678559271285,5,0.0017992083483267362,Positive,0.9999995231628418
coming quarter,0.03389146041232143,0.40389607542974837,5,0.0017992083483267362,Neutral,0.9999185800552368
sovereign bond,0.03389146041232143,0.7406106974824122,5,0.0017992083483267362,Neutral,0.9982902407646179
spread narrow,0.03389146041232143,0.43162414621795203,5,0.0017992083483267362,Neutral,0.9992735981941223
benefit lower,0.03389146041232143,0.4874093974502504,5,0.0017992083483267362,Positive,0.6837055087089539
total return,0.03389146041232143,0.6418456115665063,5,0.0017992083483267362,Neutral,0.858053982257843
bond equity,0.03389146041232143,0.9778811961027313,5,0.0017992083483267362,Neutral,0.9991269707679749
rate volatility,0.03389146041232143,0.46895044737902614,5,0.0017992083483267362,Neutral,0.9741840362548828
real asset,0.03389146041232143,0.731932323625888,5,0.0017992083483267362,Neutral,0.9952768087387085
japanese equity,0.03389146041232143,0.7247087462827819,5,0.0017992083483267362,Neutral,0.9998204112052917
equity fixed income,0.03389146041232143,0.8325099890209118,5,0.0017992083483267362,Neutral,0.9999568462371826
equity risk,0.03389146041232143,0.8595749474143197,5,0.0017992083483267362,Neutral,0.613640546798706
equity attractive,0.03389146041232143,0.862691179043619,5,0.0017992083483267362,Positive,0.9999812841415405
equity fixed,0.03389146041232143,0.7769326188331126,5,0.0017992083483267362,Neutral,0.9999946355819702
equity return,0.03389146041232143,0.9059640073233892,5,0.0017992083483267362,Neutral,0.9733933806419373
deposit rate,0.03389146041232143,0.5645817402638525,5,0.0017992083483267362,Neutral,0.9998102784156799
precious metal,0.03389146041232143,0.4864069286736247,5,0.0017992083483267362,Neutral,0.9987962245941162
rate decline,0.03389146041232143,0.37843414212251075,5,0.0017992083483267362,Negative,0.9095142483711243
rate inflation,0.03389146041232143,0.2701462607924169,5,0.0017992083483267362,Neutral,0.9214935302734375
policy deregulation,0.03389146041232143,0.1755502018850829,5,0.0017992083483267362,Neutral,0.9716163277626038
policy action,0.03389146041232143,0.29456745631744086,5,0.0017992083483267362,Positive,0.8494135141372681
elevated valuation,0.03389146041232143,0.6233825709026537,5,0.0017992083483267362,Negative,0.9990221261978149
economist downgraded,0.03389146041232143,0.38404066808565945,5,0.0017992083483267362,Negative,0.9319521188735962
grade yield,0.03389146041232143,0.5586473861776999,5,0.0017992083483267362,Neutral,0.9997789263725281
growth falling,0.03389146041232143,0.34496582874938264,5,0.0017992083483267362,Negative,0.999861478805542
growth lower,0.03389146041232143,0.30616928468708793,5,0.0017992083483267362,Negative,0.9996854066848755
growth impact,0.03389146041232143,0.2757599839591088,5,0.0017992083483267362,Neutral,0.8625622987747192
extend duration,0.03389146041232143,0.457851934060698,5,0.0017992083483267362,Neutral,0.9808955788612366
income asset,0.03389146041232143,0.7943327690197852,5,0.0017992083483267362,Neutral,0.9988541603088379
import tariff,0.03389146041232143,0.046990783710773754,5,0.0017992083483267362,Neutral,0.9935107827186584
growth risk,0.03389146041232143,0.4021901627349126,5,0.0017992083483267362,Negative,0.994866132736206
investment grade yield,0.03389146041232143,0.6969096679222528,5,0.0017992083483267362,Neutral,0.9998735189437866
financials industrials,0.03389146041232143,0.603564430830558,5,0.0017992083483267362,Neutral,0.9986613988876343
fixed income asset,0.03389146041232143,0.7457876399779388,5,0.0017992083483267362,Neutral,0.9999688863754272
bank england,0.03389146041232143,0.6031559045880868,5,0.0017992083483267362,Neutral,0.9992009997367859
attractive yield,0.03389146041232143,0.59731117383537,5,0.0017992083483267362,Positive,1.0
asset allocation,0.03389146041232143,0.7264442824726858,5,0.0017992083483267362,Neutral,0.9999916553497314
artificial intelligence,0.03389146041232143,0.4500545349016994,5,0.0017992083483267362,Neutral,0.7111570835113525
alternative asset,0.03389146041232143,0.7490430003988043,5,0.0017992083483267362,Neutral,0.9994587302207947
rise little,0.030321046349092638,0.40102836978895795,4,0.0014393666786613889,Neutral,0.9109408259391785
default rise,0.030321046349092638,0.4337662800019879,4,0.0014393666786613889,Negative,0.4936080276966095
deficit gdp,0.030321046349092638,0.29690938206457185,4,0.0014393666786613889,Negative,0.5841740369796753
default rise little,0.030321046349092638,0.4194603994032909,4,0.0014393666786613889,Negative,0.9961718916893005
equity favor,0.028989656677997567,0.7989109193454427,3,0.0010795250089960418,Neutral,0.9946041703224182
inflation cut,0.028989656677997567,0.24850206527699684,3,0.0010795250089960418,Negative,0.5977079272270203
europe trump,0.028989656677997567,0.22077816122241598,3,0.0010795250089960418,Neutral,0.9973219037055969
opportunity private,0.028989656677997567,0.6583257083723593,3,0.0010795250089960418,Neutral,0.9708634614944458
mega cap,0.028989656677997567,0.44475011890042454,4,0.0014393666786613889,Neutral,0.998441755771637
private sector,0.028989656677997567,0.4935693161382725,4,0.0014393666786613889,Neutral,0.9994081258773804
baseline scenario,0.02795695061863404,0.4462795998827759,4,0.0014393666786613889,Neutral,0.9987027645111084
tariff risk,0.02795695061863404,0.17513887776279835,4,0.0014393666786613889,Negative,0.718407928943634
tariff reduced immigration,0.02795695061863404,0.0008008027784317528,4,0.0014393666786613889,Positive,0.8333821296691895
tax policy,0.02795695061863404,0.3108953617420719,4,0.0014393666786613889,Neutral,0.9994913339614868
tax rate,0.02795695061863404,0.3171314285882686,4,0.0014393666786613889,Neutral,0.9993308782577515
soft landing scenario,0.02795695061863404,0.5238017390806594,4,0.0014393666786613889,Negative,0.9629089832305908
sovereign debt,0.02795695061863404,0.5672412385573042,4,0.0014393666786613889,Neutral,0.9979725480079651
similarly tariff,0.02795695061863404,0.16979445312635566,4,0.0014393666786613889,Neutral,0.999381422996521
slowdown global,0.02795695061863404,0.31891439759207907,4,0.0014393666786613889,Negative,0.9899049401283264
take advantage,0.02795695061863404,0.5192951215302616,4,0.0014393666786613889,Positive,0.9999947547912598
fed easing,0.02795695061863404,0.4938098827191175,4,0.0014393666786613889,Negative,0.4279765784740448
fed rate cut,0.02795695061863404,0.31092729909207906,4,0.0014393666786613889,Neutral,0.7616377472877502
want consider,0.02795695061863404,0.5482222123524922,4,0.0014393666786613889,Neutral,0.9844675660133362
service financials,0.02795695061863404,0.701092797665074,4,0.0014393666786613889,Neutral,0.9904617667198181
capital flow,0.02795695061863404,0.5429892169431436,4,0.0014393666786613889,Neutral,0.9993258714675903
sticky inflation,0.02795695061863404,0.3148552621495226,4,0.0014393666786613889,Neutral,0.8954398036003113
stronger growth,0.02795695061863404,0.3573647955074721,4,0.0014393666786613889,Positive,1.0
communication service financials,0.02795695061863404,0.7201569998869102,4,0.0014393666786613889,Neutral,0.9989848732948303
capital investment,0.02795695061863404,0.72134030381267,4,0.0014393666786613889,Neutral,0.9937477111816406
real estate infrastructure,0.02795695061863404,0.532350143226676,4,0.0014393666786613889,Neutral,0.9978252649307251
curb immigration,0.02795695061863404,0.20043306901504265,4,0.0014393666786613889,Neutral,0.9936063289642334
reduced immigration,0.02795695061863404,0.16970086389923034,4,0.0014393666786613889,Negative,0.9937635064125061
return equity,0.02795695061863404,0.9048297558233891,4,0.0014393666786613889,Neutral,0.9976765513420105
robust growth,0.02795695061863404,0.34213840058008904,4,0.0014393666786613889,Positive,1.0
rate forecast,0.02795695061863404,0.3688456930076369,4,0.0014393666786613889,Neutral,0.9994974136352539
yield attractive,0.02795695061863404,0.6031130949566864,4,0.0014393666786613889,Positive,0.9999998807907104
yield bond,0.02795695061863404,0.701921430673738,4,0.0014393666786613889,Neutral,0.9998745918273926
fiscal deficit,0.02795695061863404,0.32605557104600774,4,0.0014393666786613889,Neutral,0.5175747871398926
foreign exchange,0.02795695061863404,0.39716888425151103,4,0.0014393666786613889,Neutral,0.9988563060760498
fund strategy,0.02795695061863404,0.6407397072587815,4,0.0014393666786613889,Neutral,0.9917168021202087
tariff reduced,0.02795695061863404,0.06950471838077721,4,0.0014393666786613889,Positive,0.6850473284721375
trade policy,0.02795695061863404,0.18372028325677148,4,0.0014393666786613889,Neutral,0.9998043179512024
yield decline,0.02795695061863404,0.5491378691846404,4,0.0014393666786613889,Negative,0.9997676014900208
private asset,0.02795695061863404,0.7478445165512984,4,0.0014393666786613889,Neutral,0.9987776875495911
price pressure,0.02795695061863404,0.4775994768577808,4,0.0014393666786613889,Negative,0.9993119239807129
position portfolio,0.02795695061863404,0.7073595774877657,4,0.0014393666786613889,Neutral,0.999529242515564
growth china,0.02795695061863404,0.24217985499747818,4,0.0014393666786613889,Positive,0.9994564652442932
government spending,0.02795695061863404,0.35285668917428437,4,0.0014393666786613889,Neutral,0.9963591694831848
grade bond,0.02795695061863404,0.7000074364730344,4,0.0014393666786613889,Neutral,0.9985260963439941
portfolio return,0.02795695061863404,0.7594242738746412,4,0.0014393666786613889,Neutral,0.719193160533905
secular trend,0.02795695061863404,0.42762110021356,4,0.0014393666786613889,Positive,0.6456422209739685
corporate tax cut,0.02795695061863404,0.37037863178333635,4,0.0014393666786613889,Neutral,0.823139488697052
credit benefit,0.02795695061863404,0.7104597791386628,4,0.0014393666786613889,Neutral,0.8067107796669006
overweight equity,0.02795695061863404,0.7596799767450269,4,0.0014393666786613889,Positive,0.9981149435043335
exposure secular,0.02795695061863404,0.5365569761133478,4,0.0014393666786613889,Neutral,0.5979505181312561
profit growth,0.02795695061863404,0.4429436389779388,4,0.0014393666786613889,Positive,0.9770094752311707
public private,0.02795695061863404,0.5194513028144876,4,0.0014393666786613889,Neutral,0.9988920092582703
rate cut bank,0.02795695061863404,0.46950108771817967,4,0.0014393666786613889,Neutral,0.9630796909332275
rate cutting,0.02795695061863404,0.37592935436522334,4,0.0014393666786613889,Positive,0.8281564116477966
policy risk,0.02795695061863404,0.36581837723737143,4,0.0014393666786613889,Negative,0.7324999570846558
policy mix,0.02795695061863404,0.3109714699538771,4,0.0014393666786613889,Neutral,0.9999855756759644
global policy,0.02795695061863404,0.17191889497382562,4,0.0014393666786613889,Neutral,0.9998063445091248
falling inflation,0.02795695061863404,0.34875861924373497,4,0.0014393666786613889,Negative,0.9913195967674255
cut percentage point,0.02795695061863404,0.43145684888550345,4,0.0014393666786613889,Neutral,0.9981042146682739
cut percentage,0.02795695061863404,0.418559266765321,4,0.0014393666786613889,Neutral,0.999036431312561
cut fed fund,0.02795695061863404,0.5094435836372274,4,0.0014393666786613889,Neutral,0.7261524796485901
cut bank,0.02795695061863404,0.535518397102385,4,0.0014393666786613889,Neutral,0.9988487958908081
moderate growth,0.02795695061863404,0.3049573280956993,4,0.0014393666786613889,Positive,0.9966950416564941
growth slow,0.02795695061863404,0.2731221301999799,4,0.0014393666786613889,Negative,0.9994456171989441
income bond,0.02795695061863404,0.8604686157679639,4,0.0014393666786613889,Neutral,0.9986785054206848
hedge fund strategy,0.02795695061863404,0.5927215462549271,4,0.0014393666786613889,Neutral,0.9880045056343079
rate dont,0.02795695061863404,0.4600376243085712,4,0.0014393666786613889,Neutral,0.9973593354225159
consumer discretionary,0.02795695061863404,0.4291493991951493,4,0.0014393666786613889,Neutral,0.9935246706008911
core inflation,0.02795695061863404,0.345319135123649,4,0.0014393666786613889,Neutral,0.9440672993659973
corporate reform,0.02795695061863404,0.42498733943468353,4,0.0014393666786613889,Neutral,0.9446688890457153
domestic demand,0.02795695061863404,0.3061847416664746,4,0.0014393666786613889,Neutral,0.9256124496459961
deregulation policy,0.02795695061863404,0.19206948424434023,4,0.0014393666786613889,Neutral,0.9950680732727051
money fund,0.02795695061863404,0.6429645992119009,4,0.0014393666786613889,Neutral,0.9994896650314331
monetary fiscal,0.02795695061863404,0.3923956775768217,4,0.0014393666786613889,Neutral,0.958130955696106
equity struggle,0.02795695061863404,0.7309274662086445,4,0.0014393666786613889,Neutral,0.9984716773033142
lower inflation,0.02795695061863404,0.2791348207718187,4,0.0014393666786613889,Positive,0.9401223063468933
lower tax,0.02795695061863404,0.33777073352015574,4,0.0014393666786613889,Positive,0.8555480241775513
elevated yield,0.02795695061863404,0.5373266013345546,4,0.0014393666786613889,Negative,0.9567288160324097
lowering inflation,0.02795695061863404,0.2759252117984212,4,0.0014393666786613889,Positive,0.9807314276695251
investor want,0.02795695061863404,0.7672413480486764,4,0.0014393666786613889,Neutral,0.9955441355705261
industrial metal,0.02795695061863404,0.42441915553643755,4,0.0014393666786613889,Neutral,0.9951047897338867
inflation ecb,0.02795695061863404,0.4313663326166481,4,0.0014393666786613889,Neutral,0.9874053597450256
inflation forecast,0.02795695061863404,0.3317665391726168,4,0.0014393666786613889,Neutral,0.9996219873428345
inflation interest,0.02795695061863404,0.5005426967198046,4,0.0014393666786613889,Neutral,0.9947400689125061
inflation interest rate,0.02795695061863404,0.4618473294367012,4,0.0014393666786613889,Neutral,0.9959361553192139
donald trump,0.02795695061863404,0.29819837216460143,4,0.0014393666786613889,Neutral,0.9948821067810059
inflation lower,0.02795695061863404,0.2919519809617898,4,0.0014393666786613889,Positive,0.8083940744400024
especially europe,0.02795695061863404,0.32767107657451455,4,0.0014393666786613889,Neutral,0.8696200251579285
estate infrastructure,0.02795695061863404,0.5714641402322523,4,0.0014393666786613889,Neutral,0.9934985637664795
european growth,0.02795695061863404,0.2433798619718388,4,0.0014393666786613889,Positive,0.9999961853027344
inflation rate,0.02795695061863404,0.27473088935246415,4,0.0014393666786613889,Neutral,0.9975864887237549
inflation risk,0.02795695061863404,0.41875618017354,4,0.0014393666786613889,Negative,0.8789902925491333
investment grade bond,0.02795695061863404,0.8179456149350419,4,0.0014393666786613889,Neutral,0.999452531337738
investment opportunity,0.02795695061863404,0.7682962385269703,4,0.0014393666786613889,Positive,0.9999687671661377
investment power,0.02795695061863404,0.6137304743038292,4,0.0014393666786613889,Neutral,0.6389592289924622
asset backed,0.02795695061863404,0.7602901536746177,4,0.0014393666786613889,Neutral,0.9985665678977966
attractive opportunity,0.02795695061863404,0.6302808847402714,4,0.0014393666786613889,Positive,0.9999998807907104
bank cutting rate,0.02795695061863404,0.4827741741794378,4,0.0014393666786613889,Neutral,0.49997478723526
trump victory,0.02795695061863404,0.30827671107331756,4,0.0014393666786613889,Positive,0.9995450377464294
